framework_programme,call_id,topic_code,topic_descr,project_id,cordis_link,project_acronym,project_title,partner_role,partner_type,pic,legal_entity_vat,legal_name,legal_entity_type,legal_entity_type_descr,city,nuts_3_code,nuts_3_name,country_code,country,eu_contribution,h2020_net_eu_contribution,h2020_total_cost,signature_date,call_deadline_date,thematic_priority_abbr,thematic_priority_descr,sme_flag,project_start_date,project_end_date,pillar_abbr,pillar_descr,simplified_type_of_action,focus_area,call_year
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,998516061,IL513952440,AGORA P.S.V.D.,PRC,Private for profit (excl. education),JERUSALEM,-,Not available,IL,Israel,320250,320250,528750,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",Yes,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,998572903,-,INSTITUTUL NATIONAL DE CERCETARE-DEZVOLTARE MARINA GRIGORE ANTIPA,REC,Research organisations,CONSTANTA,RO223,Constanţa,RO,Romania,174375,174375,174375,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,998709188,ESG97360325,"FUNDACION DE LA COMUNIDAD VALENCIANA PARA LA INVESTIGACION, PROMOCION Y ESTUDIOS COMERCIALES DE VALENCIAPORT",REC,Research organisations,VALENCIA,ES523,Valencia/València,ES,Spain,221250,221250,221250,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",Yes,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,998880005,ESQ5850011G,CENTRO DE INVESTIGACION ECOLOGICA Y APLICACIONES FORESTALES,REC,Research organisations,BELLATERRA,ES511,Barcelona,ES,Spain,48250,48250,48250,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,998886116,ESG08360232,ACONDICIONAMIENTO TARRASENSE ASSOCIACION,REC,Research organisations,TERRASSA,ES511,Barcelona,ES,Spain,361250,361250,361250,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,999513706,PT504441361,"INESC TEC - INSTITUTO DE ENGENHARIADE SISTEMAS E COMPUTADORES, TECNOLOGIA E CIENCIA",REC,Research organisations,PORTO,PT11A,Área Metropolitana do Porto,PT,Portugal,561875,561875,561875,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,999543485,PT506358267,WAVEC/OFFSHORE RENEWABLES - CENTRO DE ENERGIA OFFSHORE ASSOCIACAO,REC,Research organisations,LISBOA,PT170,Área Metropolitana de Lisboa,PT,Portugal,353125,353125,353125,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",Yes,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,999586359,PL7770002062,INSTYTUT CHEMII BIOORGANICZNEJ POLSKIEJ AKADEMII NAUK,REC,Research organisations,POZNAN,PL415,Miasto Poznań,PL,Poland,329000,329000,329000,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,999596835,PT502810777,HIDROMOD MODELACAO EM ENGENHARIA LDA,PRC,Private for profit (excl. education),PORTO SALVO,PT170,Área Metropolitana de Lisboa,PT,Portugal,183312.5,183312.5,261875,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",Yes,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,999619824,ESB83028084,DEIMOS SPACE SOCIEDAD LIMITADA UNIPERSONAL,PRC,Private for profit (excl. education),TRES CANTOS (MADRID),ES300,Madrid,ES,Spain,135625,135625,193750,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,999659109,EL090028889,DIMOKRITIO PANEPISTIMIO THRAKIS,HES,Higher or secondary education,KOMOTINI,EL513,Ροδόπη,EL,Greece,423750,423750,423750,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,999732829,IT08854071001,TERRADUE SRL,PRC,Private for profit (excl. education),ROMA,ITI43,Roma,IT,Italy,159425,159425,227750,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",Yes,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,999751938,FR54552059024,THALES,PRC,Private for profit (excl. education),COURBEVOIE,FR105,Hauts-de-Seine,FR,France,350083.13,350083.13,500118.75,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,999842536,EE100224841,TALLINNA TEHNIKAÜLIKOOL,HES,Higher or secondary education,TALLINN,EE001,Põhja-Eesti,EE,Estonia,476250,476250,476250,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,999875516,BG000083626,TECHNICAL UNIVERSITY OF VARNA,HES,Higher or secondary education,VARNA,BG331,Варна,BG,Bulgaria,411500,411500,411500,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,999895692,EL090049627,ARISTOTELIO PANEPISTIMIO THESSALONIKIS,HES,Higher or secondary education,THESSALONIKI,EL522,Θεσσαλονίκη,EL,Greece,194000,194000,194000,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,999897826,500701628,UNIVERSITY OF HAIFA,HES,Higher or secondary education,HAIFA,-,Not available,IL,Israel,562500,562500,562500,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,999907720,IL557585585,TECHNION - ISRAEL INSTITUTE OF TECHNOLOGY,HES,Higher or secondary education,HAIFA,-,Not available,IL,Israel,372343.75,372343.75,372343.75,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,999974941,GB592950700,THE UNIVERSITY OF EDINBURGH,HES,Higher or secondary education,EDINBURGH,UKM75,"Edinburgh, City of",UK,United Kingdom,392097.5,392097.5,392097.5,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,999975717,IE0006286E,"UNIVERSITY COLLEGE CORK -  NATIONAL UNIVERSITY OF IRELAND, CORK",HES,Higher or secondary education,CORK,IE052,South-East,IE,Ireland,507500,507500,507500,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,999977851,NO974767880MVA,NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU,HES,Higher or secondary education,TRONDHEIM,NO060,Trøndelag,NO,Norway,252500,252500,252500,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,999984059,DE129515865,FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.,REC,Research organisations,MUNCHEN,DE212,"München, Kreisfreie Stadt",DE,Germany,365000,365000,365000,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,999986484,ESQ0818002H,UNIVERSIDAD AUTONOMA DE BARCELONA,HES,Higher or secondary education,CERDANYOLA DEL VALLES,ES511,Barcelona,ES,Spain,203500,203500,203500,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,999987745,IT02133771002,UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA,HES,Higher or secondary education,ROMA,ITI43,Roma,IT,Italy,390000,390000,390000,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,999992401,FR43775685019,COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,REC,Research organisations,PARIS 15,FRK21,Ain,FR,France,310000,310000,310000,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,999995893,EL090101655,IDRYMA TECHNOLOGIAS KAI EREVNAS,REC,Research organisations,IRAKLEIO,EL431,Ηράκλειο,EL,Greece,401250,401250,401250,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,THIRDPARTY,950732406,IL510852494,INTERTEAM LTD,PRC,Private for profit (excl. education),JERUSALEM,-,Not available,IL,Israel,49875,49875,71250,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",Yes,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,THIRDPARTY,999702371,LU16853659,INTRASOFT INTERNATIONAL SA,PRC,Private for profit (excl. education),LUXEMBOURG,LU000,Luxembourg,LU,Luxembourg,235375,235375,336250,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
